,Name,Time Ago,Like,Comment
631,@ionfinite,1 month ago,0,"️ …infinite TRUTH shall prevail - ‘time is of the essence’!

*Kudos and godspeed, thank you team Anonymous! | AA"
632,@_NetPositive,1 month ago,1,"Wait, I expected this to be about the plandemic..."
633,@thebrickton1947,1 month ago,0,"the sound of a child's voice with vocal fry is a new low for BBC, but as protectors of Saville, they know no low"
634,@rogiervK1972,1 month ago,0,It would help if people would be a little less greedy.
635,@MichelAntoine74,1 month ago,7,Good work BBC!
636,@trogo5858,1 month ago,1,"Micah2:1-3  Woe to those who plan iniquity, to those who plot evil on their beds! At morning's light they carry it out because it is in their power to do it. They covet fields and seize them, and houses, and take them. They defraud a man of his home, a fellowman of his inheritance. Therefore, the LORD says: ""I am planning disaster against this people, from which you cannot save yourselves. You will no longer walk proudly, for it will be a time of calamity...""

Proverbs22:16 Whoever oppresses the poor to increase his own wealth, or gives to the rich, will only come to poverty.

Rom13:1-4 Let every person be subject to the governing authorities. For there is no authority except from God, and those that exist have been instituted by God. 2 Therefore whoever resists the authorities resists what God has appointed, and those who resist will incur judgment. 3 For rulers are not a terror to good conduct, but to bad. Would you have no fear of the one who is in authority? Then do what is good, and you will receive his approval, 4 for he is God's servant for your good. But if you do wrong, be afraid, for he does not bear the sword in vain. For he is the servant of God, an avenger who carries out God's wrath on the wrongdoer.""

As always, cling to the truth & wisdom in scripture. These scammers will NOT escape. Great journalism...glad to see it still exists."
637,@miggu,1 month ago,1,Lovely to see how the taxes funding law enforcement in the UK are well spent
638,@jamesberry7150,1 month ago,0,"So you don't have to go far, London has an s load of scammers running utube adds and Facebook adds for nonexistent products and since Facebook and you tube haven't done anything.( Love that add revenue ) it's growing massive."
639,@NoSalavatingNosuckrifice,1 month ago,0,Thank god for Russia! ..... Please donate to Russia - they will make sure these scammers in Ukraine get buried
640,@kush-nftvevo4254,1 month ago,1,thanks for teaching me something new lol
641,@tqclergy6436,1 month ago,3,Kudos to the authorities here for raiding these scam call centers. Unlike INDIA where authorities literally do nothing even if the scam is right in front of their useless faces.
642,@specialized500,1 month ago,0,Everyone has funny accents
643,@TheIspretzZz,1 month ago,0,This is why Russia is winning a reasonable war. Well done Russia 🇷🇺 URRAAAAA
644,@Wearetheowls,1 month ago,0,If it sounds too good to be true......its likely a scam
645,@humanitech,1 month ago,0,"The basic premise of every hierarchichal dictrine, group, system, business, regime, cult, cartel or empire  ...is to create imbalanced  masters and minions ponzi pyrqmid schemes and systems and doctrines.. to serve, enrich, elevate, advantage and empower those at the top .who own, manage, inherit or run them. And all create and maintain levels of divisions, disparities  and inequality...but some are less blatant or tyrannical and give slightly better rewards, returns and conditions than others."
646,@rahulkumarpahwa,1 month ago,0,"Kindly make a series on how the british museum is full thief items from India  and other nations of the world. 
Title should be - The Trillion Dollar Scam."
647,@junehitchcock170,1 month ago,2,Good investigative video. Thank you.
648,@jamesw2539,1 month ago,0,It’s amazing how hard the bbc tries to include Russia into this…
649,@Hardluck7373,1 month ago,0,Football betting mostly likely associated with scam so do most of the sport betting.
650,@beyourself2444,1 month ago,1,How are people so gullible?
651,@davidanalyst671,1 month ago,5,"Anytime someone promises you a return, it means its a scam.  In the USA you can buy bonds from the government and they promise you 4% return for 10 years...  but they keep inflating the currency, so they don't actually pay you back 4% do they?"
652,@OneTwo-3,1 month ago,0,Ironic that many scammer ads come up on youtube while watching this video.
653,@ViralShortzCuz,1 month ago,0,Who were the big bosses of the Milton Group?
654,@Zaptine,1 month ago,14,Please don't forget if some thing looks to good to be true it probably is.
655,@TheRemoteTTL,1 month ago,0,"i feel bad for those who lost money on this. its sad. trully sad and horrible.
but its all about greed.... if someone convinces other person hes gonna get 80% return in day, week or month and person believes.... its his fault. no markets can do that, no trading company offers such % of return ever. even if they make it, they are not gonna give 80% or 70% to customer and keep just 30%.... greed. strange thing is that even well educated people falls for this system of scam. like.... someone is able to convince them to believe there is pot of gold on end of rainbow.... in 21st century...."
656,@planck39,1 month ago,0,Not to justify it but greed is always a big fall pit.
657,@lufteze2916,1 month ago,12,"Kezerashvili was a minister of defence in Georgia . Imagine what he did to our country and army ... not only that , now he owns Tv station Formula in Georgia which is antigovernment and tries to overthrow the government so Kezerashvili will be back in politics and in charge of Country ... he must be in jail for tens of years."
658,@vinnieomahoney6359,1 month ago,0,"I do feel sorry for the victims BUT greed is why they got scammed, chasing money instead of making money, there’s pension scams going as well, people losing millions, again it comes back down to greed again, interest rates are crap but I’ll take the crap interest rates over scamming scum trading."
659,@robertjayasekara5952,1 month ago,0,"I have lost 24.000 pounds of my family money, same story"
660,@basketballismytherapy9364,1 month ago,0,I love the reporter
661,@HungryIronWolf4,1 month ago,0,"Some people are just stupid Im sorry. Who sends so much money to a random ass company? Even reputable companies can rip you off but who sends $10,000 to some company without checking if its a scam? If you are going to invest, use a reputable company wtf."
662,@riokriok2863,1 month ago,0,how in this world people in that age follow victims to this people but they are greedy that's why they loose what ever they have God bless them it's only money
663,@carolynmesser1008,1 month ago,0,They have been scamming for over 100 years
664,@IsraelOndekane,1 month ago,0,"Trading is real, you just have to do it by yourself..."
665,@VakoBrasco,1 month ago,0,walked up to his house and thought he'd answer questions looooooool BBC funny sometimes
666,@Devo491,1 month ago,0,"People are blinded by greed.
First law of life: 
NO FREE LUNCHES!"
667,@bankustein3907,1 month ago,0,Every quick profit scheme is a scam. If you fall for these you have a gambling/greed problem.
668,@markrainford1219,1 month ago,1,I thought this was going to be about the BBC tv license
669,@sabihatanveer8494,1 month ago,1,Scary scams
670,@RedShipsofSpainAgain,1 month ago,0,"Wow, this video has taught me to never trust a person from the country of Georgia. Period."
671,@coreymckilling8565,1 month ago,1,"""Giving 30k to scammers... i was devestated...""

Dont give your money to scammers then dude, lesson learned huh lol"
672,@TheLucasoromi,1 month ago,0,Work is the best way to enrich yourself. Those that were scammed: do you really think money grows in apps?
673,@nomeremannthetameruinkhan,1 month ago,1,"great content and reporting ruined by stupid ads begging for worthless fiats.  
now that the real crime, online harassment."
674,@pitsfordpirate,1 month ago,0,A fool and their money are easily parted.
675,@ClearChoiceMethodology,1 month ago,0,30k is not a lot to lose.. you should have way more than that in your 50's much even more in your 60's if you work your whole life.. it's a hit that's for sure but it's 300k would be devastating for most.. not 30k. You can make 30k in a day as an average person if you invest correctly and do the work.
676,@Ludovykcaroligy,1 month ago,0,The journalists they are suppose work together with MI6 or interpol they are the best detectives in the world . This is like a movie from 90s best movies. they risk them lives in the war or terrorism and scams organization.
677,@awumdah,1 month ago,0,"What if you think you're involved in a scam like this? I'm making a lot of money in a trading platform group.

Unbelievable amounts, I've actually found no issues. I've gotten in and out, made great profit but they keep asking for more money.

 How can I have them checked out? Before my friends and family get involved? 

Need help if there is an authority that exist to catch the bad guys.

 I trade daily with the group and don't see a problem. It's just that they sound so similar to all those people that have been scammed."
678,@chikachika7554,1 month ago,0,There is something satisfying in seeing rich greedy ppl being scammed lol
679,@nishadnilanga,1 month ago,0,There are another scams with abducted people happening in Cambodia too
680,@genevepolyte8486,1 month ago,0,So these networks going on… The big question is where does the stolen money goes to? A bank? Where? If a bank isn’t it that banks inquire where funds are from when deposited? Answer please. Thanks
681,@i-risesi2040,1 month ago,1,"I can never be SCAM again. All my little savings.  
It will never happen again."
682,@karmakarl6673,1 month ago,0,The UK is so behind on this!!
683,@yiembealvin4079,1 month ago,1,Wow
684,@phil36310,1 month ago,0,when naive greed feeds greed
685,@regwatson2017,1 month ago,0,You really got nothing after 12 months except names that likely won't end up in any prosecutions. And they will just arise again with different names and different companies.
686,@bryunmsimango2632,1 month ago,0,Teach the public on checking legitimacy and following the money. Are the football teams not liable because by virtue of their backing their fans invested.
687,@yaniragonzalez,1 month ago,1,Thank you.
688,@Prince-xu3gj,1 month ago,0,장기 필요하게 만든다음 장기필요한 가족을 불법등으로 구할수 있게 하여 살인 등에 이용하고 돈도 벌고 등등방법에 이용수단
689,@danvilleduncan3783,1 month ago,0,Anything sounds too good to be always is.
690,@cobar5342,1 month ago,0,"These scams are ever-present 
You do not have to be on YouTube very long to see a scammers ad
May they all rot"
691,@SecretIVUIIHear,1 month ago,0,I wonder how the loopholes they enjoy so got there in the first place.
692,@Gnojism,1 month ago,0,If someone tells you they can make you more than 12% per year they are lying. No investment can give more than that consistently.
693,@nb8298,1 month ago,0,Seriously if this guy is in witness protection why were you showing scenery pictures easily trackable by Geo and images from his window that could also give away too much. Very thoughtless
694,@diegomadrigal5658,1 month ago,0,"So, years dedicated to find the guy at the top of the scheme. Then she goes, knocks on the door, guy is not home and that was it.... jajajajajajajajaja"
695,@NUCLEAR154,1 month ago,2,"Boiler room scams are here in Malta including next door> 2 Mafia scammers( they even have a solicitor, corrupt members from the Malta finance ministry,police> 37 constitution Street mosta malta"
696,@tochika3598,1 month ago,0,Victims wants to be a billionaire overnight
697,@manpreetmaan1704,1 month ago,8,"Aren't scammers the only people who are nice to you for no reason. Oh sorry, they do have a reason."
698,@Day_TraderNarayan,1 month ago,0,Scam Is everywhere Buddy. Be careful before Such too good to be true Promises.
699,@yellinga1,1 month ago,3,Should be part of school curricula for high schools. Brilliant and patient journalistic endeavour.
700,@HappytubsDoncaster,1 month ago,0,There’s a company called Keller fin. They do this as well
701,@_NetPositive,1 month ago,1,"Wait, I expected this to be about Government..."
702,@darylbenson9682,1 month ago,15,"Great job, consult a professional voice coach, but otherwise well done!"
703,@TEXTGaneshaCy01OnTe_legram,1 month ago,0,"He retrieved 23lakh
He’s not fraud 
He’s cybersecurity expert"
704,@tuc23son,1 month ago,0,Simona could get me to give her money by just using her voice.
705,@dariuszm8692,1 month ago,1,They tried cheating me as well
706,@janedoe09,1 month ago,0,"The desire for money ""big money"" is a scammer's dream client. You don't need money, rather peace of mind and one to one where All financial exchanges are made. Don't Be Stupid...if it sounds too good to be true...well you pay a price for everything."
707,@urmwhynot,1 month ago,16,"16:23 the older couple lol £347k!! Wtf. How can you invest that much money and take anything anyone says on ""face value""? That is the same thing as gambling"
708,@maxcouleurs4668,1 month ago,5,Good investigation. Good job.
709,@annkpetersen,1 month ago,0,"i know multiple people in Denmark, who have been scammed, one woman i know told me just last week, she lost 100,000 dkk."
710,@rogersampaio7450,1 month ago,8,"There's difference between Trading and Investing. Usually Investors have no clue about the Financial Markets while traders have a deep understanding about the Financial Markets. If you know nothing about the Market, you'll believe everything These scammers tell you and you'll be scammed"
711,@greenlover4522,1 month ago,0,Whole world need to thank Germany. They're the only country following these criminals
712,@mariaward1213,1 month ago,0,Georgian lawyer “ are you sure?” - typical Georgian crook
713,@mr.zeitmaschine6878,1 month ago,4,"Do you know what strikes me the most? If a hard working guy like me that can really make a profit running a small business, asks any of these people to invest $1000 for a very fair return, they will not even want to hear it, but they will go give their life savings to someone they don’t know on the web and get wiped out because that scammer advertised on a football teams shirt or game and the small guy has a “dirty shirt” on and works all day. You people got scammed because you are greedy and chase the wrong opportunity. It’s not the hard working business owner you will know, see and touch, speak to but the scammer that looks prestigious. Don’t cry now. They took advantage of your most obvious weakness, your greed and laziness. 
I’m sure if you follow the money, especially from Ukraine, it will take you to we all know to what country but can’t say because the package of all the phobics will be thrown at you."
714,@Yolo-qb1qf,1 month ago,0,I hate when people say you can’t make that much amount lol. I’ve legit put $180 into crypto projects meme coins and make 13k or 5k in one day
715,@dragonlover2085,1 month ago,19,"Not dumber and not smarter, but very greedy. These promisses are far-fetched, never gonna  happen."
716,@peterpan-xm1sq,1 month ago,0,"Thought it was about bbc ripping us off with tv license, going by headline"
717,@leonardemraj2184,1 month ago,0,Well for those who think that there is an easy way to make money I hate to break it to you but No! There isn't and never will be  otherwise what whould be  the point if everybody could earn easy money ?
718,@wheturangi,1 month ago,6,"When I hear huge returns. My first question is ""Why do you need my money?"""
719,@funny7,1 month ago,0,"If you take money to promote a scam company, then you are part of the scam. All these clubs need heavily fining."
720,@limestreetlab,1 month ago,17,"I love how your ""advisor"" called you Darling twice in a short call"
721,@translationmultigift2883,1 month ago,0,"That is what we pay the police for, not for operating speed cameras. But they don't give a flying f@ck."
722,@frankdsouza2425,1 month ago,1,"That these are truly evil creatures, no one can doubt.  But this teport was feeble stuff."
723,@monhern2,1 month ago,35,გულისამრევები ხართ ვინც მანდ მუშაობთ და არაფერი ამართლებს ამას. მეძავობა ჯობია ეგეთ საქმეს.
724,@justinmas299,1 month ago,0,"THERE IS NO FREE MONEY, GREED HAS A PRICE!!!"
725,@ellappon,1 month ago,0,"Sometime around 2010,afinancial firm called FXRoot did cheat me and many more..Ireported to london police..but in vain till today.."
726,@jim2376,1 month ago,4,I'm surprised one or more victims haven't hired hitmen to deliver some extrajudicial justice.
727,@gabrielferrer3205,1 month ago,0,"There are only two kinds of people in this world, Those who cheat and those who get cheated.
- Filipino proverb"
728,@n4murr,1 month ago,2,the only thing more annoying than the scammers is this presenters voice.....
729,@finestbearhug2951,1 month ago,372,"In light of the impending recession and the fact that inflation is still far higher than the Fed's 2% target, several of the most prominent market analysts have been expressing their views on how terrible they believe the next downturn will be and how far stocks may have to fall. I need advice on what investments to make because I'm attempting to create a portfolio for my children that will at least be $850k in value."
730,@MrGygygygy,1 month ago,0,Like the 3e booster shot......billion dollar scam ? ......Milton is not the only mold that rots everything
731,@localguide1611,1 month ago,0,These victims are greedy people who got caught out
732,@CreatingAlong,1 month ago,8,Can't help but laugh at how gullible these people are.
733,@andrewprettyquick2070,1 month ago,0,the bbc is helping us.
734,@studiOdara,1 month ago,0,News Flash! If you give your money to someone… they’ll take it.
735,@tom_smykowski,1 month ago,6,People are ridiculously ignorant. 90% in a month? Why would anyone on the planet work? Save up a year's salary and never work again. Live like a millionaire. It's extremely difficult to consistently make 10-20% a YEAR.
736,@kieran2point0,1 month ago,0,"Sorry but 300k in 7 days, never underestimate the naivety of greedy people"
737,@honkytonk2010,1 month ago,4,Hope and pray the’s scammers do it to the wrong person
738,@daniellivingston6127,1 month ago,0,Fools and greed will always take your funds.
739,@PhaetonTDI,1 month ago,0,"Greed....is the karma here!!!...if people just use there brain, they would know all this is a scam..I HAVE NOT LOST 1EURO to tricks like this !!!"
740,@donaldmwenesi4964,1 month ago,17,"Seems like scamming is becoming a norm in the modern-day world.,"
741,@OOgsr,1 month ago,0,Everything is a scam.  You technically have to scam to make money.
742,@kenlowey1,1 month ago,4,"greed always wins out, except when it doesn't"
743,@grantw2891,1 month ago,0,Thought it was going to be about the goverment when i read the title!!
744,@cmae617,1 month ago,0,This is exactly how umarkets trading works.
745,@craftyrouze,1 month ago,7,"What have we learnt today? Defraut all you want, as long as you ""strongly deny"" everything afterwards, you're in the clear."
746,@rgasta7765,1 month ago,0,So if I dont lay taxes un the US i go to jail for 10 years but if I scam someone I walk free?
747,@axallotofquestions6148,1 month ago,0,Yes the rich get rich off stupid people tryna get rich... Do we blame them for one upping another human or do we get mad that the wealth is hogged up by the traitors of humanity.
748,@peterbradshaw8018,1 month ago,4,Emil Safundra was prosecuted only after pressure from the media.
749,@livybestokoli8539,1 month ago,0,When your are bombarded with calls from same company with different number code from the same investment adviser....hang the call  and drink cold water.
750,@nanafidus9752,1 month ago,0,"This financial scamers steal more then just money the ruin lives, I am still suffering from it after losing £48000, and it a shame how the financial ombudsman in the uk deals with the  victims of this scams."
751,@yukiefromoz2573,1 month ago,4,"Not very professional to tell you to ""F### off"" because you gave them a fake passport lol. Any legit company will always stay professional no matter what."
752,@timbossch8807,1 month ago,1,They hacked my IG acct and thought I was a millionaire ...I am on my DEMO acct...what a bunch of kooks.
753,@Andy_Scott81,1 month ago,0,The only get rich quick scheme is to be the scammer
754,@w.urlitzer1869,1 month ago,32,"My bf tried to convince me to do FX, then crypto. I told him to take a hike. So the chance  of me ""investing"" with people with dubious accents over the phone is nihil."
755,@cherieestbien1902,1 month ago,0,There are tons of financial scammers on Instagram.
756,@marcusslotiuk2769,1 month ago,0,Why would anyone trust anyone on line?  Why???
757,@derickshalo384,1 month ago,11,Nigeria has really “Done” a number on the world
758,@carolynmesser1008,1 month ago,0,They are others scammers in everything
759,@jachinoy1565,1 month ago,0,It started darling.....then it's all wrong
760,@JoshuaJohnsonOutdoors,1 month ago,6,Well done.
761,@HarrietExudes9,1 month ago,27,Thank you for this wonderful video! I have incurred so much losses trading on my own....I trade well on demo but I think the real market is manipulated.... Can anyone help me out or at least tell me what I'm doing wrong?
762,@sven4627,1 month ago,0,"Exploiting human greed, nothing else"
763,@F8Tributo,1 month ago,1,"I gave 10k US to an investment company in Hong Kong, as an experiment. The acct mgr was pretty and flirty. At first, they said I was making a profit. But when I wanted to take my money out, they told me the market had turned against me and it was all lost. Good thing I didn't put more money in, like they were pressuring me to do.
Later, I came across another person on WeChat, a Chinese social media platform, who was taken for $200k US."
764,@CommerciaLand101,1 month ago,0,they can always send someone and oops the window was open.
765,@_NetPositive,1 month ago,1,"Wait, I expected this to be about the BBC..."
766,@mustolourien5823,1 month ago,4,"The leeds sponsor was literally saying 'trade up, your future'!"
767,@scottdavis3571,1 month ago,0,"There is no solidarity. That is the main problem,"
768,@iARTge,1 month ago,6,Well done
769,@_NetPositive,1 month ago,1,"Wait, I expected this to be about Fiat currency..."
770,@psybera1987,1 month ago,0,I am from Pakistan and i was jobless for over 3 months and was offered a job for Lower Interest known as LI salary was 50000 PKR plus 50% of every 1000$ sales i knew it was a scam and i denied the offer i didn't have the courage to scam people. Who knows  if it was their retirement cash or someone saving for an operation xyz. The owner promised i would earn over 500k PKR a month and more if i worked hard
771,@monkeynews8311,1 month ago,7,There is another billion dollar scam. It's called the TV licence.
772,@marcusslotiuk2769,1 month ago,0,Zelensky needs to step on this group.
773,@SammyC27,1 month ago,5,why the hell aren't they arrested?!
774,@lulaminions,1 month ago,0,IN MY COUNTRY 341 K POUNDS INVESTED IN INTERESTED TAX BANK WOULD PROFIT 3.324.00 POUNDS PER MONTH
775,@melissawalker3888,1 month ago,0,There is a judgment day coming for all of these people.  They will see.  Then they won't be celebrating.
776,@ryanshern73,1 month ago,13,All the guys you identified have business accounts in Gibraltar. These are audited by the big four in Gibraltar. This is how they clean their money through the online gambling agencies there.
777,@mashadostal4427,1 month ago,0,If I had recently experience with investment scame with whom I can speak about this?
778,@atul4349,1 month ago,0,Pl carry out a story on  billion dollar scam in India by BBC
779,@athenakoios2418,1 month ago,5,Dear BBC you have hit the bottom. This investigation looks so unprofessional that is painful to watch.  Just quick search on the net and I am able to find information about Milton group which your journalist had to go here and there… Your journalist was tipped by the police /prosecution… sad you cannot do it on your own.
780,@Kiwalabyetimothyshsh,1 month ago,0,"Greed, ignorance, desperate for making fortunes in a night"
781,@vicky_webcatuk,1 month ago,8,When i saw the clickbait headline i thought for one hopeful moment the bbc were at last doing their job as a 'news' service and calling out the US government
782,@nickbroughton928,1 month ago,0,"So why don't we go scam them back, lets put a corrupt computer program that steals all the cash they stole"
783,@ung_anthat,1 month ago,7,Billion dollar scam? The BBC licence fee?
784,@INTJ91,1 month ago,1,It’s like they tried to find the girl with the worlds most annoying voice and said ‘yup let’s get her to narrate this video!’
785,@kerwynpk,1 month ago,0,Damn I assumed this was ABOUT the BBC LOL
786,@jimxcy,1 month ago,5,Lessons in life if is to good to be true it usually is Greed  vs Greed never a good ending.
787,@wowwwwwwwieee,1 month ago,1,The journalist sounds really... funny
788,@billybatson2149,1 month ago,3,"Greed is the problem, too many idiots looking for an easy buck."
789,@davidconnelly,1 month ago,0,How come the BBC lets us comment on this but doesn't let us comment on the royals?
790,@Vice4D,1 month ago,0,I was expecting a video about Wall Street.
791,@ZarbaZanskiii,1 month ago,4,"If the british government handed Kezerashvili to georgian authorities in time, lot's of people wouldn't be scammed."
792,@MrTalvin,1 month ago,0,"Oh i get it, they wanted my money n kept calling from different countries in europe followed by USA,to south africa. i picked my phone only once at begining and she asked me to invest my money in an european institutions, then she insisted for a phone number a 2nd 1.Next day she phoned me followed by differnt numbers accross the world,i never picked up.i could sense fishy"
793,@marcusslotiuk2769,1 month ago,0,Buyer beware.
794,@forandonbehalfof4753,1 month ago,6,"Errrrr..... 10 minutes in and still no explanation of what the scam is?
That's 10 minutes of my life wasted......"
795,@manofbeard,1 month ago,0,The BBC reporting on how people are scamming whilst charging people a fee to watch mind numbingly boring tv with nothing but endless repeats.  Ironic
796,@maxstirner242,1 month ago,1,You hired a Californian as a reporter ? HAHAHA
797,@Tycondaroga100,1 month ago,10,"""loosing 30,000 Dollars""1:47...Who the ""F"" has 30K, risk available, to give to strangers to make you MORE STINKING money? I took the backseat and the spare tire out go my car so I could get back and forth to work with the little gas I can afford...and I only live 9 miles from my job."
798,@sernani99,1 month ago,0,Who are the big names in Milton group? He said no comment? Someone very important and well known is involved.  I smell rotten fish. Call them out.
799,@Wisdom.......,1 month ago,1,Is bestiqfxoption a fraud company/website or not?
800,@snowman2970,1 month ago,6,I thought it was going to be about the billion dollar scam of the BBC Licence fee!
801,@johnyastori2273,1 month ago,0,"Big bid scam i know many people who saying i can pay your 1 year council tax ,bussiness rates in half price , even you cn order anything worth of £5k but its fraud and wrong thing"
802,@duncanallen2585,1 month ago,0,Welcome to the clown world where the people you trust scam you.
803,@Craig-le6os,1 month ago,6,you should post the brand websites for people here to see. people may be on them I know I'm looking to see if the one I use is  coming up are there any geniue ones ?
804,@swilson543,1 month ago,0,Have not watched it yet but hoping this is about the British Royal family..
805,@TheZandrag,1 month ago,0,Another argument for the immutability and transparency of Bitcoin.
806,@fidelcatsro6948,1 month ago,3,Kudos to German police at least their cats could bite when needed
807,@Tallisper,1 month ago,0,Police in the UK is utter crap.
808,@lonelylovely1176,1 month ago,4,AI would avoid this scams if used properly by governments
809,@bamikaela3972,1 month ago,0,"Scammers just these ads that just keep popping the whole time i'm trying to watch your documentary.

."
810,@Jinni99,1 month ago,14,"Now we send them billions in taxes, they don't even need to call us. Shame"
811,@wolfbrave4866,1 month ago,1,Google ad is full of this kind of investment scams and Google does care at all....
812,@stilley1966,1 month ago,0,There just exploiting human greed
813,@allandy9877,1 month ago,8,He went into witness protection then we tracked him down???? Some witness protection
814,@dmwm771,1 month ago,0,"as always: what is too good to be true is too good to be true.   Sorry, but this was merely greed to think that an 80% monthly profit was legitimate."
815,@MrWHennelly,1 month ago,0,The number of ads on this video are ridiculous!
816,@gbrltnggn,1 month ago,6,there should be a SAW movie about punishing these guys
817,@ankitshah934,1 month ago,0,How come all financial scams ters seeks UK?
818,@joecam21,1 month ago,0,"Ever hear the phrase “If it's too good to be true, it probably is”?"
819,@containedhurricane,1 month ago,3,"I thought the best scammers are in India, but the ones from Georgia are one step ahead of them"
820,@ryanreedgibson,1 month ago,0,"You were there with all of them and couldn't place a device under a table? Sorry, but that's inexcusable! Where laws don't exist, rapid chemical reactions do!"
821,@DZ60,1 month ago,0,Sounds eastern european and says his name is “Patrick” then says 90% return in a day
822,@davidjma7226,1 month ago,4,They prey on the most primal human motivator - greed! If it sounds to good to be true.....it usually is! There's one mug punter every minute.
823,@GrantStanley2003,1 month ago,0,Typical online trading scam. One of the biggest ones  current running is GSpartners.
824,@oluwakemisolaakeju,1 month ago,13,"*I lost a huge chunk of my portfolio while holding some coin last year,i also tried trading myself same losses. Pls are there any way I could make profits from the cryptomarket? I'm sick of holding.."
825,@olafvonbraun7300,1 month ago,3,So important that Ukraine and other post Soviet countries join the EU. The EU financial and judicial system would make it almost impossible to conduct these scams.
826,@micixduda,1 month ago,0,Kezerashvili was born in Tbilisi to a juice family.
827,@davestanton3822,1 month ago,1,"Why ask a fraudster
Of ""THE FATHER OF LIES"" 
and expect him to tell the truth?"
828,@cheesball96,1 month ago,4,Sounds like council tax and tv licence
829,@andywanwanwang,1 month ago,0,"There is nothing new under the sun, it is greed that deceives you."
830,@sandoumir4348,1 month ago,1,02:47 24 hours a day. 5 (?) days a week. Because the software has big plans for the weekend?
831,@deviscoli,1 month ago,6,Send them to prison
832,@christopherdavis6110,1 month ago,0,"that is all those people that got fired from twitter and google recently it is obvious, i been getting more scam text from them ever since. maybe it is"
833,@johnstevens72,1 month ago,1,I wouldn’t classify government workers as smart. They’re below average.
834,@andrelopez2514,1 month ago,7,"sorry I know a lot of people like trading but I have always seen it with suspicious eyes, they always look quite fishy for me, I remember seeing an advertising on the buss of that FX, scary"
835,@capatanatudor1092,1 month ago,0,"In Italy, they have Markets Investments and Accesscapital Group. Ussualy they says that treir office is in London"
836,@professormcclaine5738,1 month ago,0,"I thought this was about 
'Net Zero' carbon taxes."
837,@verycaring2387,1 month ago,7,"ANYBODY...
Who claims
""GET RICH QUICK""...

Do not believe them"
838,@nelsonsalesi8765,1 month ago,0,So thats mean all traders in the site are all fake
839,@simonabraham415,1 month ago,0,For a moment I thought this may have been about pfiza and the covid scam..
840,@chrisgianti8776,1 month ago,4,"As good as this documentary might be, I can't take her voice."
841,@irelandsailor,1 month ago,0,It sounds to me like the head is intelligence service or ex intelligence.
842,@hughhunt6679,1 month ago,0,Presenter needs a voice coach
843,@pacoceja4659,1 month ago,3,"Great work!! NOW, the only thing this woman/investigator needs to do is DROP THE VOCAL FRY! Makes you sound FISHY!"
844,@Prince-xu3gj,1 month ago,0,"약물,마약으로인한 운전자를 교통사고발생하게하는 고의적인 살인,상해 범죄다 약물,마약 피해자를 교통사고 가해자로 만들고 약물,마약범죄 가해자는 용의선상에서 빠지게만드는 트릭 나도 당햇지만 사고는 안났다"
845,@cathycurrie6305,1 month ago,0,"In Canada they use Wayne Gretzky and Elon musk as references. !, I was scammed for only $250 cad dollars. I said I only wanted to test. And of course got all the calls. To invest more. I did Not"
846,@simonac688.,1 month ago,5,thats what happens when your money hungry sadly ...play safe
847,@fredric27,1 month ago,0,The Big Short is happening again
848,@hassansmith6275,1 month ago,0,I won't even give my card number to my own bank....f that
849,@Shadow-bf7hw,1 month ago,14,Where is police? Why kezerashvili is free?
850,@VaderWhoop,1 month ago,2,Omg her voice....I can't...
851,@DirectedbyNOMAD,1 month ago,0,WHO IS DUMB ENOUGH TO LOSE 400000 WITH A CALL CENTER SCAM
852,@charliegerike-roberts7352,1 month ago,8,Is this about the BBC TV licence?
853,@JohnSmith-jt5qr,1 month ago,1,She seems to drag out the last syllable of every sentence.
854,@williamhoole2065,1 month ago,0,"There is blame to the victim's greed
If it's too good to be true it usually is.
As well what kind of insulting objectification of women! Disgusting parasites"
855,@alk6225,1 month ago,4,if the USA can jail the criminals why aren´t british MP´s doing the same? Get on with it.
856,@johnmiranda4587,1 month ago,0,What if Alex is working on both sides?
857,@ashleysheffer1813,1 month ago,0,Is that tesler investing software a scam?
858,@Owl-of-Minerva,1 month ago,12,England is guilty of protecting pirates. Mr. Offshore is the head.
859,@paulomatias1000,1 month ago,0,"The solution is simple: - End with the offshores!!!
Who do you think that create and are the Offshores???"
860,@AdamSmith-gx9qm,1 month ago,2,You’d think they would’ve taught this journalist to not sound like a ditsy high school girl.
861,@sirmadam8183,1 month ago,3,"BBC: good reporting, but a person's voice and narration matters."
862,@thegrimmer,1 month ago,1,Can we get adults for the voiceovers?
863,@bhuvanalakshminarayanan,1 month ago,0,S Jai Shankar India says no one will hack him .. let's show
864,@randomamerican8236,1 month ago,13,Awfully nice of Europol to invite the Brexiters while they did all the heavy lifting :)
865,@mattgreen7796,1 month ago,0,Maybe if there scammers don’t listen to them
866,@D-Nice358,1 month ago,5,Give These $CAMMERS THE ️DEATH PENALTY ️
867,@Quick81,1 month ago,0,In Kiev? I though Ukraine was not a very corrupt country.
868,@KristianDowling,1 month ago,2,Oh when did BBC hire a Valley Girl to do voice over?
869,@aramkitkhemoambe9801,1 month ago,7,"Georgia is was and will always be referred as a former soviet union member! i'm so sorry for this scam btw. kezera, misha and all the opposition should be in jail."
870,@espoespo3557,1 month ago,0,Nigerians aren't the only ones scamming people?
871,@maggiebill-hi4ml,1 month ago,0,interesting but far too long
